id.f2 	 id.f2.ma 	 id.f2.fa 	 fa.h 	 ma.h 	 ma.l 	 fa.l 
1187	194	234	1653	1728	2130	1945
1188	194	234	1653	1728	2130	1945
1189	194	234	1653	1728	2130	1945
1190	194	234	1653	1728	2130	1945
1191	194	234	1653	1728	2130	1945
1192	194	234	1653	1728	2130	1945
1193	194	234	1653	1728	2130	1945
1194	194	234	1653	1728	2130	1945
1195	194	234	1653	1728	2130	1945
1196	194	234	1653	1728	2130	1945
1197	151	234	1653	1757	1959	1945
1198	151	234	1653	1757	1959	1945
1199	151	234	1653	1757	1959	1945
1200	151	234	1653	1757	1959	1945
1201	151	234	1653	1757	1959	1945
1202	151	234	1653	1757	1959	1945
1203	151	234	1653	1757	1959	1945
1204	151	234	1653	1757	1959	1945
1205	151	234	1653	1757	1959	1945
1206	151	234	1653	1757	1959	1945
1207	151	234	1653	1757	1959	1945
1208	151	234	1653	1757	1959	1945
1210	140	234	1653	1680	1932	1945
1212	140	234	1653	1680	1932	1945
1213	140	234	1653	1680	1932	1945
1215	140	234	1653	1680	1932	1945
1216	140	234	1653	1680	1932	1945
1217	140	234	1653	1680	1932	1945
1218	140	234	1653	1680	1932	1945
1219	140	234	1653	1680	1932	1945
1220	190	234	1653	1680	1932	1945
1221	190	234	1653	1680	1932	1945
1222	190	234	1653	1680	1932	1945
1223	190	234	1653	1680	1932	1945
1224	190	234	1653	1680	1932	1945
1225	190	234	1653	1680	1932	1945
1226	190	234	1653	1680	1932	1945
1227	190	234	1653	1680	1932	1945
1228	190	234	1653	1680	1932	1945
1229	190	234	1653	1680	1932	1945
1231	190	234	1653	1680	1932	1945
1233	190	234	1653	1680	1932	1945
1234	190	234	1653	1680	1932	1945
1235	190	234	1653	1680	1932	1945
1236	190	234	1653	1680	1932	1945
1237	190	234	1653	1680	1932	1945
1238	222	234	1653	1712	2130	1945
1239	222	234	1653	1712	2130	1945
1241	222	234	1653	1712	2130	1945
1242	222	234	1653	1712	2130	1945
1244	221	234	1653	1712	2130	1945
1245	221	234	1653	1712	2130	1945
1246	221	234	1653	1712	2130	1945
1247	221	234	1653	1712	2130	1945
1248	221	234	1653	1712	2130	1945
1249	221	234	1653	1712	2130	1945
1250	221	234	1653	1712	2130	1945
1251	221	234	1653	1712	2130	1945
1252	221	234	1653	1712	2130	1945
1253	221	234	1653	1712	2130	1945
1254	221	234	1653	1712	2130	1945
1255	221	234	1653	1712	2130	1945
1256	221	234	1653	1712	2130	1945
1258	221	234	1653	1712	2130	1945
1259	221	234	1653	1712	2130	1945
1260	221	234	1653	1712	2130	1945
1262	221	234	1653	1712	2130	1945
1263	144	234	1653	1720	1932	1945
1264	144	234	1653	1720	1932	1945
1265	144	234	1653	1720	1932	1945
1266	144	234	1653	1720	1932	1945
1267	144	234	1653	1720	1932	1945
1269	144	234	1653	1720	1932	1945
1270	144	234	1653	1720	1932	1945
1271	144	234	1653	1720	1932	1945
1272	144	234	1653	1720	1932	1945
1273	144	234	1653	1720	1932	1945
1274	144	234	1653	1720	1932	1945
1275	144	234	1653	1720	1932	1945
1277	144	234	1653	1720	1932	1945
1278	144	234	1653	1720	1932	1945
1280	163	234	1653	1871	1959	1945
1281	163	234	1653	1871	1959	1945
1282	163	234	1653	1871	1959	1945
1283	163	234	1653	1871	1959	1945
1284	163	234	1653	1871	1959	1945
1286	163	234	1653	1871	1959	1945
1287	163	234	1653	1871	1959	1945
1288	163	234	1653	1871	1959	1945
1289	163	234	1653	1871	1959	1945
1290	186	234	1653	1896	1997	1945
1291	186	234	1653	1896	1997	1945
1292	186	234	1653	1896	1997	1945
1293	186	234	1653	1896	1997	1945
1294	186	234	1653	1896	1997	1945
1295	186	234	1653	1896	1997	1945
1296	186	234	1653	1896	1997	1945
1297	186	234	1653	1896	1997	1945
1298	186	234	1653	1896	1997	1945
1300	186	234	1653	1896	1997	1945
1301	186	234	1653	1896	1997	1945
1302	186	234	1653	1896	1997	1945
1303	186	234	1653	1896	1997	1945
1304	186	234	1653	1896	1997	1945
1305	186	234	1653	1896	1997	1945
1306	168	234	1653	1879	1972	1945
1307	168	234	1653	1879	1972	1945
1308	168	234	1653	1879	1972	1945
1309	168	234	1653	1879	1972	1945
1310	168	234	1653	1879	1972	1945
1311	168	234	1653	1879	1972	1945
1312	168	234	1653	1879	1972	1945
1313	168	234	1653	1879	1972	1945
1314	168	234	1653	1879	1972	1945
1315	168	234	1653	1879	1972	1945
1316	168	234	1653	1879	1972	1945
1317	168	234	1653	1879	1972	1945
1318	168	234	1653	1879	1972	1945
1321	168	234	1653	1879	1972	1945
1322	168	234	1653	1879	1972	1945
1323	168	234	1653	1879	1972	1945
